Date,Open,High,Low,Close,Volume,Adj Close
2016-02-04,4492.47998,4545.52002,4463.990234,4509.560059,2200930000,4509.560059
2016-02-03,4543.819824,4547.319824,4424.470215,4504.240234,2466190000,4504.240234
2016-02-02,4588.689941,4589.899902,4503.120117,4516.950195,2185180000,4516.950195
2016-02-01,4587.589844,4636.930176,4565.370117,4620.370117,1983340000,4620.370117
2016-01-29,4512.089844,4613.950195,4511.299805,4613.950195,2617550000,4613.950195
2016-01-28,4533.810059,4533.810059,4447.50,4506.680176,2322310000,4506.680176
2016-01-27,4548.870117,4568.850098,4450.830078,4468.169922,2115710000,4468.169922
2016-01-26,4537.040039,4583.209961,4503.529785,4567.669922,1981180000,4567.669922
2016-01-25,4574.589844,4590.439941,4514.779785,4518.490234,2028880000,4518.490234
2016-01-22,4557.390137,4591.180176,4540.27002,4591.180176,2153340000,4591.180176
2016-01-21,4480.700195,4537.149902,4432.02002,4472.060059,2447750000,4472.060059
2016-01-20,4405.220215,4514.919922,4313.390137,4471.689941,3204130000,4471.689941
2016-01-19,4548.049805,4550.569824,4430.77002,4476.950195,2394550000,4476.950195
2016-01-15,4464.370117,4520.450195,4419.410156,4488.419922,2818630000,4488.419922
2016-01-14,4545.370117,4650.549805,4470.589844,4615.00,2565560000,4615.00
2016-01-13,4706.02002,4713.97998,4517.560059,4526.060059,2533200000,4526.060059
2016-01-12,4681.540039,4714.799805,4618.029785,4685.919922,2147470000,4685.919922
2016-01-11,4673.439941,4683.02002,4573.779785,4637.990234,2391110000,4637.990234
2016-01-08,4722.02002,4742.569824,4637.850098,4643.629883,2288750000,4643.629883
2016-01-07,4736.399902,4788.02002,4688.169922,4689.430176,2552590000,4689.430176
2016-01-06,4813.759766,4866.040039,4804.689941,4835.759766,2168620000,4835.759766
2016-01-05,4917.839844,4926.72998,4872.740234,4891.430176,1927380000,4891.430176
2016-01-04,4897.649902,4903.089844,4846.97998,4903.089844,2218420000,4903.089844
2015-12-31,5047.040039,5058.060059,5007.009766,5007.410156,1437480000,5007.410156
2015-12-30,5101.180176,5102.350098,5065.680176,5065.850098,1247530000,5065.850098
2015-12-29,5066.52002,5116.990234,5065.890137,5107.939941,1383470000,5107.939941
2015-12-28,5032.290039,5041.27002,4999.069824,5040.990234,1310650000,5040.990234
2015-12-24,5046.189941,5063.279785,5043.649902,5048.490234,706880000,5048.490234
2015-12-23,5025.549805,5046.089844,5020.439941,5045.930176,1591490000,5045.930176
2015-12-22,4988.680176,5007.77002,4964.080078,5001.109863,1556670000,5001.109863
2015-12-21,4957.529785,4968.919922,4928.930176,4968.919922,1673400000,4968.919922
2015-12-18,4982.580078,4996.490234,4921.330078,4923.080078,3765210000,4923.080078
2015-12-17,5087.169922,5088.580078,5002.549805,5002.549805,1897220000,5002.549805
2015-12-16,5033.47998,5078.990234,4992.629883,5071.129883,2036610000,5071.129883
2015-12-15,4991.209961,5026.540039,4986.990234,4995.359863,2054710000,4995.359863
2015-12-14,4932.609863,4953.600098,4871.589844,4952.22998,2216060000,4952.22998
2015-12-11,4979.77002,4996.189941,4928.669922,4933.470215,2084950000,4933.470215
2015-12-10,5026.299805,5075.649902,5019.310059,5045.169922,1746520000,5045.169922
2015-12-09,5077.209961,5106.370117,5000.120117,5022.870117,2003450000,5022.870117
2015-12-08,5050.52002,5111.72998,5045.72998,5098.240234,1871450000,5098.240234
2015-12-07,5139.459961,5139.779785,5082.22998,5101.810059,1952690000,5101.810059
2015-12-04,5050.930176,5147.00,5043.490234,5142.27002,1897490000,5142.27002
2015-12-03,5143.160156,5144.600098,5011.720215,5037.529785,2088100000,5037.529785
2015-12-02,5158.819824,5176.77002,5117.149902,5123.220215,2060340000,5123.220215
2015-12-01,5129.640137,5156.310059,5120.169922,5156.310059,2035570000,5156.310059
2015-11-30,5139.580078,5141.359863,5098.700195,5108.669922,2223880000,5108.669922
2015-11-27,5121.930176,5134.350098,5108.509766,5127.52002,781730000,5127.52002
2015-11-25,5106.870117,5124.089844,5101.180176,5116.140137,1539300000,5116.140137
2015-11-24,5070.660156,5110.75,5050.140137,5102.810059,1956920000,5102.810059
2015-11-23,5106.720215,5128.080078,5084.850098,5102.47998,1668280000,5102.47998
2015-11-20,5096.959961,5112.459961,5094.319824,5104.919922,1766630000,5104.919922
2015-11-19,5078.669922,5092.459961,5067.27002,5073.640137,1794110000,5073.640137
2015-11-18,5004.600098,5078.799805,5001.669922,5075.200195,2017390000,5075.200195
2015-11-17,4991.709961,5023.450195,4975.740234,4986.02002,1861710000,4986.02002
2015-11-16,4916.140137,4984.910156,4908.660156,4984.620117,1819190000,4984.620117
2015-11-13,4980.859863,4989.060059,4925.350098,4927.879883,2001050000,4927.879883
2015-11-12,5043.100098,5062.490234,5004.459961,5005.080078,1820930000,5005.080078
2015-11-11,5098.129883,5111.189941,5066.680176,5067.02002,1672340000,5067.02002
2015-11-10,5068.549805,5086.879883,5051.220215,5083.240234,1906120000,5083.240234
2015-11-09,5128.939941,5133.439941,5066.100098,5095.299805,1850770000,5095.299805
2015-11-06,5124.040039,5147.120117,5092.870117,5147.120117,2066430000,5147.120117
2015-11-05,5144.149902,5154.859863,5098.490234,5127.740234,2054490000,5127.740234
2015-11-04,5155.620117,5162.569824,5122.779785,5142.47998,2096110000,5142.47998
2015-11-03,5114.310059,5163.470215,5109.680176,5145.129883,2028630000,5145.129883
2015-11-02,5065.640137,5130.509766,5061.470215,5127.149902,1888180000,5127.149902
2015-10-30,5079.759766,5085.220215,5053.75,5053.75,2016390000,5053.75
2015-10-29,5071.040039,5084.629883,5066.890137,5074.27002,1928310000,5074.27002
2015-10-28,5040.379883,5095.689941,5019.600098,5095.689941,2141130000,5095.689941
2015-10-27,5018.990234,5040.080078,5009.069824,5030.149902,1986840000,5030.149902
2015-10-26,5030.799805,5045.160156,5012.740234,5034.700195,1758690000,5034.700195
2015-10-23,5024.379883,5048.549805,4999.540039,5031.859863,2178270000,5031.859863
2015-10-22,4875.959961,4926.990234,4861.799805,4920.049805,2156040000,4920.049805
2015-10-21,4903.97998,4904.850098,4836.459961,4840.120117,1895390000,4840.120117
2015-10-20,4900.02002,4909.370117,4866.600098,4880.970215,1711700000,4880.970215
2015-10-19,4873.540039,4915.490234,4865.830078,4905.470215,1619920000,4905.470215
2015-10-16,4872.359863,4886.950195,4851.279785,4886.689941,1855290000,4886.689941
2015-10-15,4799.430176,4870.100098,4795.290039,4870.100098,1942900000,4870.100098
2015-10-14,4801.350098,4820.089844,4771.620117,4782.850098,1902460000,4782.850098
2015-10-13,4809.240234,4858.279785,4793.919922,4796.609863,1565060000,4796.609863
2015-10-12,4839.790039,4846.740234,4818.169922,4838.640137,1343820000,4838.640137
2015-10-09,4817.279785,4841.379883,4804.589844,4830.470215,1804260000,4830.470215
2015-10-08,4775.060059,4819.069824,4737.930176,4810.790039,1984230000,4810.790039
2015-10-07,4775.049805,4791.149902,4728.709961,4791.149902,2149890000,4791.149902
2015-10-06,4767.629883,4783.370117,4711.790039,4748.359863,2085020000,4748.359863
2015-10-05,4742.129883,4785.910156,4740.240234,4781.259766,2005320000,4781.259766
2015-10-02,4566.129883,4707.779785,4552.339844,4707.779785,2183320000,4707.779785
2015-10-01,4624.459961,4628.22998,4559.209961,4627.080078,2133990000,4627.080078
2015-09-30,4574.379883,4620.160156,4559.180176,4620.160156,2398350000,4620.160156
2015-09-29,4551.040039,4596.060059,4487.060059,4517.319824,2293450000,4517.319824
2015-09-28,4665.060059,4665.209961,4529.410156,4543.970215,2387610000,4543.970215
2015-09-25,4782.410156,4785.220215,4659.47998,4686.50,2050530000,4686.50
2015-09-24,4717.890137,4746.209961,4670.120117,4734.47998,1995820000,4734.47998
2015-09-23,4764.689941,4780.640137,4735.129883,4752.740234,1606330000,4752.740234
2015-09-22,4762.290039,4776.279785,4716.910156,4756.720215,2042880000,4756.720215
2015-09-21,4851.97998,4881.459961,4795.910156,4828.950195,2021530000,4828.950195
2015-09-18,4828.709961,4878.709961,4819.089844,4827.22998,3272150000,4827.22998
2015-09-17,4884.109863,4960.870117,4880.50,4893.950195,1891510000,4893.950195
2015-09-16,4860.430176,4893.439941,4848.149902,4889.240234,1666380000,4889.240234
2015-09-15,4819.319824,4872.350098,4802.089844,4860.52002,1587460000,4860.52002
2015-09-14,4831.97998,4832.00,4791.080078,4805.759766,1467740000,4805.759766
2015-09-11,4770.72998,4822.339844,4763.149902,4822.339844,1686190000,4822.339844
2015-09-10,4749.959961,4826.330078,4746.52002,4796.25,1845770000,4796.25
2015-09-09,4856.27002,4862.879883,4746.72998,4756.529785,1963750000,4756.529785
2015-09-08,4769.720215,4815.040039,4754.890137,4811.930176,1765600000,4811.930176
2015-09-04,4670.350098,4712.669922,4657.819824,4683.919922,1574720000,4683.919922
2015-09-03,4763.100098,4800.180176,4721.910156,4733.50,1803320000,4733.50
2015-09-02,4704.419922,4749.97998,4659.410156,4749.97998,1929080000,4749.97998
2015-09-01,4673.609863,4722.129883,4614.910156,4636.100098,2253750000,4636.100098
2015-08-31,4798.680176,4824.609863,4763.419922,4776.509766,1839010000,4776.509766
2015-08-28,4792.109863,4836.779785,4788.379883,4828.319824,1936540000,4828.319824
2015-08-27,4761.049805,4818.709961,4721.790039,4812.709961,2368880000,4812.709961
2015-08-26,4633.509766,4703.970215,4530.029785,4697.540039,2631660000,4697.540039
2015-08-25,4687.27002,4689.540039,4506.100098,4506.490234,2612800000,4506.490234
2015-08-24,4351.609863,4694.899902,4292.140137,4526.25,3508840000,4526.25
2015-08-21,4801.040039,4856.75,4706.040039,4706.040039,2768540000,4706.040039
2015-08-20,4973.490234,4986.509766,4877.490234,4877.490234,2087000000,4877.490234
2015-08-19,5039.029785,5060.930176,4992.850098,5019.049805,1785420000,5019.049805
2015-08-18,5082.169922,5085.140137,5054.970215,5059.350098,1501540000,5059.350098
2015-08-17,5032.339844,5092.689941,5022.419922,5091.700195,1510790000,5091.700195
2015-08-14,5025.919922,5051.890137,5012.609863,5048.240234,1487630000,5048.240234
2015-08-13,5050.939941,5071.459961,5029.609863,5033.560059,1632340000,5033.560059
2015-08-12,4994.52002,5055.75,4945.790039,5044.390137,2089460000,5044.390137
2015-08-11,5069.160156,5089.330078,5013.450195,5036.790039,1912340000,5036.790039
2015-08-10,5081.720215,5112.470215,5081.109863,5101.799805,1784930000,5101.799805
2015-08-07,5043.970215,5055.560059,5006.149902,5043.540039,2008360000,5043.540039
2015-08-06,5146.629883,5149.930176,5035.410156,5056.439941,2290950000,5056.439941
2015-08-05,5132.77002,5175.259766,5131.859863,5139.939941,2041490000,5139.939941
2015-08-04,5110.959961,5125.899902,5092.459961,5105.549805,1819700000,5105.549805
2015-08-03,5134.339844,5143.080078,5082.319824,5115.379883,1790080000,5115.379883
2015-07-31,5148.180176,5155.02002,5122.370117,5128.279785,1926360000,5128.279785
2015-07-30,5100.299805,5135.649902,5070.620117,5128.779785,1908480000,5128.779785
2015-07-29,5097.859863,5117.839844,5080.040039,5111.72998,1890350000,5111.72998
2015-07-28,5063.439941,5097.689941,5025.609863,5089.209961,2025110000,5089.209961
2015-07-27,5055.919922,5072.879883,5032.689941,5039.779785,1942520000,5039.779785
2015-07-24,5166.910156,5167.540039,5084.509766,5088.629883,2004380000,5088.629883
2015-07-23,5180.330078,5197.00,5137.640137,5146.410156,2003310000,5146.410156
2015-07-22,5146.029785,5184.740234,5145.779785,5171.77002,2035730000,5171.77002
2015-07-21,5219.200195,5229.00,5196.299805,5208.120117,1774570000,5208.120117
2015-07-20,5223.180176,5231.939941,5201.490234,5218.859863,1814180000,5218.859863
2015-07-17,5196.109863,5210.160156,5183.22998,5210.140137,1854450000,5210.140137
2015-07-16,5138.180176,5163.180176,5128.560059,5163.180176,1823530000,5163.180176
2015-07-15,5111.109863,5125.319824,5088.120117,5098.939941,1691350000,5098.939941
2015-07-14,5077.120117,5116.52002,5075.120117,5104.890137,1682660000,5104.890137
2015-07-13,5037.27002,5074.810059,5036.680176,5071.509766,1694140000,5071.509766
2015-07-10,4981.240234,5008.049805,4966.509766,4997.700195,1590230000,4997.700195
2015-07-09,4976.149902,4982.189941,4920.399902,4922.399902,1861600000,4922.399902
2015-07-08,4953.97998,4965.450195,4901.509766,4909.759766,1931520000,4909.759766
2015-07-07,4993.759766,5001.990234,4902.209961,4997.459961,2132080000,4997.459961
2015-07-06,4963.799805,5020.709961,4960.930176,4991.939941,1741500000,4991.939941
2015-07-02,5024.299805,5027.470215,4990.740234,5009.209961,1490810000,5009.209961
2015-07-01,5029.049805,5038.549805,4994.459961,5013.120117,1814560000,5013.120117
2015-06-30,5000.149902,5008.759766,4968.259766,4986.870117,2034430000,4986.870117
2015-06-29,5021.209961,5051.009766,4956.22998,4958.470215,2025580000,4958.470215
2015-06-26,5113.259766,5121.470215,5060.819824,5080.509766,3843810000,5080.509766
2015-06-25,5139.47998,5141.709961,5102.160156,5112.189941,1614760000,5112.189941
2015-06-24,5151.379883,5164.359863,5121.640137,5122.410156,1628800000,5122.410156
2015-06-23,5161.680176,5163.410156,5139.330078,5160.089844,1613540000,5160.089844
2015-06-22,5147.870117,5162.129883,5142.779785,5153.970215,1619970000,5153.970215
2015-06-19,5139.77002,5140.169922,5113.939941,5117.00,2468310000,5117.00
2015-06-18,5082.060059,5143.319824,5082.029785,5132.950195,1877920000,5132.950195
2015-06-17,5067.680176,5080.109863,5042.25,5064.879883,1712820000,5064.879883
2015-06-16,5023.580078,5063.060059,5022.560059,5055.549805,1654820000,5055.549805
2015-06-15,5011.790039,5035.370117,4985.939941,5029.970215,1790280000,5029.970215
2015-06-12,5060.240234,5067.959961,5043.240234,5051.100098,1428900000,5051.100098
2015-06-11,5088.259766,5101.390137,5075.049805,5082.509766,1623950000,5082.509766
2015-06-10,5029.410156,5086.660156,5024.169922,5076.689941,1792980000,5076.689941
2015-06-09,5013.129883,5027.02002,4974.620117,5013.870117,1754340000,5013.870117
2015-06-08,5066.649902,5069.00,5014.060059,5021.629883,1712210000,5021.629883
2015-06-05,5057.040039,5074.97998,5025.52002,5068.459961,1842890000,5068.459961
2015-06-04,5078.220215,5101.109863,5046.290039,5059.120117,1813960000,5059.120117
2015-06-03,5098.47998,5114.600098,5084.990234,5099.22998,1852680000,5099.22998
2015-06-02,5063.470215,5100.02002,5047.350098,5076.52002,1729750000,5076.52002
2015-06-01,5094.939941,5099.009766,5045.669922,5082.930176,1902120000,5082.930176
2015-05-29,5093.100098,5099.399902,5057.589844,5070.029785,2024170000,5070.029785
2015-05-28,5096.339844,5106.649902,5080.25,5097.97998,1741420000,5097.97998
2015-05-27,5047.859863,5111.540039,5039.370117,5106.589844,1809550000,5106.589844
2015-05-26,5076.910156,5081.169922,5016.740234,5032.75,1731950000,5032.75
2015-05-22,5085.390137,5103.839844,5085.189941,5089.359863,1544920000,5089.359863
2015-05-21,5065.939941,5098.22998,5062.509766,5090.790039,1683670000,5090.790039
2015-05-20,5072.439941,5097.52002,5050.209961,5071.740234,1786830000,5071.740234
2015-05-19,5080.439941,5087.350098,5062.799805,5070.029785,1750980000,5070.029785
2015-05-18,5040.919922,5084.50,5037.540039,5078.439941,1643870000,5078.439941
2015-05-15,5059.149902,5062.649902,5034.839844,5048.290039,1667260000,5048.290039
2015-05-14,5016.680176,5051.720215,4999.649902,5050.799805,1741970000,5050.799805
2015-05-13,4991.419922,5012.970215,4977.490234,4981.689941,1672260000,4981.689941
2015-05-12,4966.439941,4995.50,4931.600098,4976.189941,1705870000,4976.189941
2015-05-11,5003.259766,5017.379883,4992.02002,4993.569824,1731390000,4993.569824
2015-05-08,4991.629883,5014.330078,4989.259766,5003.549805,1978760000,5003.549805
2015-05-07,4917.75,4957.120117,4914.529785,4945.540039,2042960000,4945.540039
2015-05-06,4956.700195,4965.100098,4888.169922,4919.640137,2144620000,4919.640137
2015-05-05,5000.200195,5008.27002,4934.339844,4939.330078,2069490000,4939.330078
2015-05-04,5018.350098,5043.620117,5013.02002,5016.930176,1668200000,5016.930176
2015-05-01,4966.319824,5005.390137,4962.740234,5005.390137,1854400000,5005.390137
2015-04-30,4996.990234,5015.959961,4921.549805,4941.419922,2269290000,4941.419922
2015-04-29,5028.450195,5053.839844,4999.830078,5023.640137,1871300000,5023.640137
2015-04-28,5063.259766,5075.299805,5006.279785,5055.419922,2032500000,5055.419922
2015-04-27,5104.359863,5119.830078,5053.540039,5060.25,2172470000,5060.25
2015-04-24,5096.339844,5100.370117,5081.209961,5092.080078,1895150000,5092.080078
2015-04-23,5020.220215,5073.089844,5019.290039,5056.060059,1858620000,5056.060059
2015-04-22,5026.569824,5040.649902,4992.620117,5035.169922,1696380000,5035.169922
2015-04-21,5023.959961,5028.220215,5009.509766,5014.100098,1721260000,5014.100098
2015-04-20,4958.069824,5000.200195,4952.680176,4994.600098,1646340000,4994.600098
2015-04-17,4966.109863,4974.089844,4912.330078,4931.810059,1985190000,4931.810059
2015-04-16,4999.359863,5016.00,4996.00,5007.790039,1662850000,5007.790039
2015-04-15,4992.620117,5021.189941,4989.240234,5011.02002,1795530000,5011.02002
2015-04-14,4988.819824,4996.819824,4952.009766,4977.290039,1571360000,4977.290039
2015-04-13,5001.549805,5024.25,4985.959961,4988.25,1544190000,4988.25
2015-04-10,4977.029785,4996.080078,4970.02002,4995.97998,1494240000,4995.97998
2015-04-09,4950.839844,4975.930176,4928.109863,4974.560059,1729750000,4974.560059
2015-04-08,4914.149902,4956.720215,4914.149902,4950.819824,1714210000,4950.819824
2015-04-07,4917.50,4948.879883,4909.77002,4910.22998,1572940000,4910.22998
2015-04-06,4855.939941,4929.620117,4852.910156,4917.319824,1737560000,4917.319824
2015-04-02,4885.410156,4901.330078,4872.959961,4886.939941,1563670000,4886.939941
2015-04-01,4894.359863,4899.379883,4844.390137,4880.22998,1874960000,4880.22998
2015-03-31,4925.910156,4940.870117,4899.310059,4900.879883,1837660000,4900.879883
2015-03-30,4921.779785,4948.459961,4921.120117,4947.439941,1778520000,4947.439941
2015-03-27,4863.740234,4899.259766,4859.660156,4891.220215,1678650000,4891.220215
2015-03-26,4835.709961,4889.209961,4825.930176,4863.359863,2004960000,4863.359863
2015-03-25,5002.830078,5006.759766,4876.52002,4876.52002,2219520000,4876.52002
2015-03-24,5010.100098,5032.47998,4994.560059,4994.72998,1611670000,4994.72998
2015-03-23,5020.600098,5031.390137,5010.970215,5010.970215,1608880000,5010.970215
2015-03-20,5033.470215,5042.140137,5020.069824,5026.419922,2825670000,5026.419922
2015-03-19,4982.02002,5000.02002,4979.939941,4992.379883,1674970000,4992.379883
2015-03-18,4926.830078,5001.569824,4907.720215,4982.830078,1983570000,4982.830078
2015-03-17,4912.649902,4944.910156,4907.02002,4937.430176,1724370000,4937.430176
2015-03-16,4897.27002,4929.939941,4889.089844,4929.509766,1713480000,4929.509766
2015-03-13,4885.540039,4904.470215,4842.799805,4871.759766,1851410000,4871.759766
2015-03-12,4853.97998,4895.799805,4853.200195,4893.290039,1855110000,4893.290039
2015-03-11,4866.939941,4876.089844,4846.790039,4849.939941,1846020000,4849.939941
2015-03-10,4899.509766,4903.439941,4859.790039,4859.790039,1876010000,4859.790039
